timestamp,position,fuel,prev_mw,curr_mw,delta_mw,limit_mw,excess_mw,nd_input_jump_mw
2026-04-14 14:00:00+10:00,seam,coal_brown,3524.9,4088.6,563.7,268.4,294.7,440.1
2026-03-29 14:00:00+10:00,seam,coal_brown,1852.8,2416.2,563.5,268.4,294.5,307.1
2026-03-15 14:00:00+10:00,seam,coal_brown,2017.9,2580.2,562.3,268.4,293.3,181.3
2026-05-08 14:00:00+10:00,seam,coal_brown,2164.5,2724.1,559.7,268.4,290.7,685.8
2026-01-06 14:00:00+10:00,seam,coal_brown,1910.5,2466.6,556.1,268.4,287.1,225.3
2026-01-30 14:00:00+10:00,seam,coal_brown,3831.4,4387.5,556.1,268.4,287.1,605.1
2026-06-09 14:00:00+10:00,seam,coal_brown,2419.4,2964.8,545.4,268.4,276.4,413.8
2026-02-23 14:00:00+10:00,seam,coal_brown,1945.5,2490.2,544.7,268.4,275.7,190.5
2026-05-10 14:00:00+10:00,seam,coal_brown,3526.5,4069.9,543.4,268.4,274.4,222.3
2026-04-27 14:00:00+10:00,seam,coal_brown,3107.4,3646.3,538.9,268.4,269.9,282.9
2026-06-26 14:00:00+10:00,seam,coal_brown,3566.0,4098.6,532.7,268.4,263.7,456.3
2026-05-13 14:00:00+10:00,seam,coal_brown,3571.8,4098.8,527.0,268.4,258.0,540.1
2026-07-04 14:00:00+10:00,seam,coal_brown,3921.1,4447.0,525.9,268.4,256.9,722.1
2026-03-06 14:00:00+10:00,seam,coal_brown,2650.7,3176.5,525.8,268.4,256.8,542.9
2026-04-28 14:00:00+10:00,seam,coal_brown,2228.5,2751.9,523.4,268.4,254.4,581.1
2026-03-13 14:00:00+10:00,seam,coal_brown,1974.6,2497.4,522.7,268.4,253.7,20.1
2026-03-31 14:00:00+10:00,seam,coal_brown,1931.4,2446.1,514.7,268.4,245.7,268.7
2026-04-10 14:00:00+10:00,seam,coal_brown,1786.5,2301.1,514.6,268.4,245.6,335.4
2026-03-18 14:00:00+10:00,seam,coal_brown,3750.9,4264.4,513.5,268.4,244.5,613.5
2026-04-09 14:00:00+10:00,seam,coal_brown,2131.2,2644.3,513.2,268.4,244.2,216.1
2026-06-05 14:00:00+10:00,seam,coal_brown,3981.3,4489.6,508.3,268.4,239.3,590.0
2026-03-22 14:00:00+10:00,seam,coal_brown,1739.4,2245.3,505.9,268.4,236.9,236.0
2026-01-03 14:00:00+10:00,seam,coal_brown,1815.9,2320.9,505.0,268.4,236.0,387.6
2026-06-25 14:00:00+10:00,seam,coal_brown,3108.2,3612.6,504.4,268.4,235.4,397.7
2026-05-31 14:00:00+10:00,seam,coal_brown,2354.9,2856.7,501.7,268.4,232.7,505.2
2026-06-07 14:00:00+10:00,seam,coal_brown,3592.6,4089.1,496.5,268.4,227.5,443.1
2026-05-02 14:00:00+10:00,seam,coal_brown,1938.0,2429.8,491.8,268.4,222.8,465.9
2026-01-11 14:00:00+10:00,seam,coal_brown,1632.4,2123.9,491.6,268.4,222.6,252.8
2026-04-24 14:00:00+10:00,seam,coal_brown,2132.5,2621.6,489.1,268.4,220.1,311.2
2026-02-13 14:00:00+10:00,seam,coal_brown,1616.3,2102.8,486.4,268.4,217.4,416.1
2026-02-17 14:00:00+10:00,seam,gas_ocgt,468.9,58.0,-410.9,-193.0,217.3,688.1
2026-03-02 14:00:00+10:00,seam,coal_brown,3840.1,4321.5,481.4,268.4,212.4,451.9
2026-01-01 14:00:00+10:00,seam,coal_brown,1409.5,1889.5,480.0,268.4,211.0,206.2
2026-04-19 14:00:00+10:00,seam,coal_brown,2368.5,2846.4,477.9,268.4,208.9,339.4
2026-04-15 14:00:00+10:00,seam,coal_brown,2967.6,3427.0,459.3,268.4,190.3,279.0
2026-03-30 14:00:00+10:00,seam,coal_brown,2170.0,2627.4,457.4,268.4,188.4,197.4
2026-01-14 14:00:00+10:00,seam,coal_brown,1839.5,2293.7,454.2,268.4,185.2,406.1
2026-04-20 14:00:00+10:00,seam,coal_brown,3035.5,3487.2,451.7,268.4,182.7,308.5
2026-03-17 14:00:00+10:00,seam,coal_brown,3712.8,4160.7,447.8,268.4,178.8,341.6
