rebound,demand_in_pct,nd_base,nd_scen,nd_pct,hydro_base,hydro_scen,hydro_pct,coal_brown_base,coal_brown_scen,coal_brown_pct,gas_steam_base,gas_steam_scen,gas_steam_pct,gas_ocgt_base,gas_ocgt_scen,gas_ocgt_pct,battery_charging_base,battery_charging_scen,battery_charging_pct,battery_discharging_base,battery_discharging_scen,battery_discharging_pct
20.0,101.17580274631815,2562.0641500355605,6014.412765722017,134.74871874845675,42.43859,681.03925,1504.7640175453137,2875.9517,5040.2944,75.25657692452006,3.5314484,10.628873,200.97772287922848,18.462837,26.82309,45.28151486738836,382.65823,54.853638,-85.6651097839571,4.3378706,310.48114,7057.455337228902
